Fecha;Shopping;Cant. Público;dia_semana;nombre_dia;6c;7c;8c;9c;10c;11c;12c;13c;14c;15c;16c;17c;18c;19c;20c;21c;22c;23c
2022-01-28;Cordoba;11214.0;4;Viernes;0;0;0;0;473;667;839;947;1011;1033;1076;1162;1291;1377;1334;0;0;0
2022-01-29;Cordoba;12211.0;5;Sábado;0;0;0;0;404;598;774;914;1020;1108;1231;1407;1583;1636;1530;0;0;0
2022-01-30;Cordoba;11108.0;6;Domingo;0;0;0;0;268;426;615;773;915;1041;1183;1372;1546;1577;1388;0;0;0
2022-01-31;Cordoba;9202.0;0;Lunes;0;0;0;0;405;587;709;770;770;790;891;1033;1135;1135;972;0;0;0
2022-02-01;Cordoba;8128.0;1;Martes;0;0;0;0;409;539;632;669;669;688;781;911;985;985;855;0;0;0
2022-02-02;Cordoba;10168.0;2;Miércoles;0;0;0;0;507;676;782;845;866;930;1014;1120;1204;1183;1035;0;0;0
2022-02-03;Cordoba;10059.0;3;Jueves;0;0;0;0;489;652;775;836;856;877;938;1060;1203;1244;1122;0;0;0
2022-02-04;Cordoba;11577.0;4;Viernes;0;0;0;0;488;688;866;977;1044;1066;1111;1199;1333;1422;1377;0;0;0
2022-02-05;Cordoba;14798.0;5;Sábado;0;0;0;0;490;724;938;1108;1236;1343;1492;1705;1919;1983;1855;0;0;0
2022-02-06;Cordoba;12767.0;6;Domingo;0;0;0;0;308;489;707;888;1051;1196;1360;1577;1777;1813;1595;0;0;0
2022-02-07;Cordoba;8402.0;0;Lunes;0;0;0;0;370;536;647;703;703;721;814;943;1036;1036;888;0;0;0
2022-02-08;Cordoba;8749.0;1;Martes;0;0;0;0;440;580;680;720;720;740;840;981;1061;1061;920;0;0;0
2022-02-09;Cordoba;9689.0;2;Miércoles;0;0;0;0;483;644;745;805;825;886;966;1067;1148;1128;987;0;0;0
2022-02-10;Cordoba;8665.0;3;Jueves;0;0;0;0;421;562;667;720;738;755;808;913;1036;1072;966;0;0;0
2022-02-11;Cordoba;13073.0;4;Viernes;0;0;0;0;552;777;978;1104;1179;1204;1254;1354;1505;1605;1555;0;0;0
2022-02-12;Cordoba;13723.0;5;Sábado;0;0;0;0;454;672;870;1028;1146;1245;1384;1581;1779;1838;1720;0;0;0
2022-02-13;Cordoba;11864.0;6;Domingo;0;0;0;0;286;455;657;825;977;1112;1263;1466;1651;1685;1483;0;0;0
2022-02-14;Cordoba;11702.0;0;Lunes;0;0;0;0;515;747;902;979;979;1005;1134;1314;1443;1443;1237;0;0;0
2022-02-15;Cordoba;8586.0;1;Martes;0;0;0;0;432;569;668;707;707;726;825;962;1041;1041;903;0;0;0
2022-02-16;Cordoba;8969.0;2;Miércoles;0;0;0;0;447;596;689;745;764;820;895;988;1062;1044;913;0;0;0
2022-02-17;Cordoba;9790.0;3;Jueves;0;0;0;0;476;635;754;814;834;853;913;1032;1171;1211;1092;0;0;0
2022-02-18;Cordoba;10149.0;4;Viernes;0;0;0;0;428;603;759;857;915;935;973;1051;1168;1246;1207;0;0;0
2022-02-19;Cordoba;15407.0;5;Sábado;0;0;0;0;510;754;976;1154;1287;1398;1554;1776;1998;2064;1931;0;0;0
2022-02-20;Cordoba;10965.0;6;Domingo;0;0;0;0;264;420;607;763;903;1027;1168;1355;1526;1557;1370;0;0;0
2022-02-21;Cordoba;8985.0;0;Lunes;0;0;0;0;395;573;692;752;752;771;870;1009;1108;1108;949;0;0;0
2022-02-22;Cordoba;8953.0;1;Martes;0;0;0;0;450;594;696;737;737;758;860;1003;1085;1085;942;0;0;0
2022-02-23;Cordoba;9441.0;2;Miércoles;0;0;0;0;471;628;726;785;804;863;942;1040;1118;1099;961;0;0;0
2022-02-24;Cordoba;8990.0;3;Jueves;0;0;0;0;437;583;692;747;765;784;838;948;1075;1112;1002;0;0;0
2022-02-25;Cordoba;10435.0;4;Viernes;0;0;0;0;440;620;781;881;941;961;1001;1081;1201;1281;1241;0;0;0
2022-02-26;Cordoba;12222.0;5;Sábado;0;0;0;0;405;598;774;915;1021;1109;1232;1408;1584;1637;1532;0;0;0
2022-02-27;Cordoba;12377.0;6;Domingo;0;0;0;0;298;474;685;861;1019;1160;1318;1529;1722;1758;1547;0;0;0
2022-02-28;Cordoba;13380.0;0;Lunes;0;0;0;0;589;854;1031;1119;1119;1149;1296;1503;1650;1650;1414;0;0;0
2022-03-01;Cordoba;11249.0;1;Martes;0;0;0;0;566;746;875;926;926;952;1081;1261;1364;1364;1184;0;0;0
2022-03-02;Cordoba;8203.0;2;Miércoles;0;0;0;0;409;545;631;682;699;750;818;903;972;955;835;0;0;0
2022-03-03;Cordoba;8233.0;3;Jueves;0;0;0;0;400;534;634;684;701;718;768;868;985;1018;918;0;0;0
2022-03-04;Cordoba;11200.0;4;Viernes;0;0;0;0;472;666;838;945;1010;1031;1074;1160;1289;1375;1332;0;0;0
2022-03-05;Cordoba;19586.0;5;Sábado;0;0;0;0;649;959;1241;1467;1636;1777;1975;2257;2539;2624;2455;0;0;0
2022-03-06;Cordoba;19029.0;6;Domingo;0;0;0;0;459;729;1054;1324;1567;1783;2027;2351;2648;2702;2378;0;0;0
2022-03-07;Cordoba;8635.0;0;Lunes;0;0;0;0;380;551;665;722;722;741;836;970;1065;1065;912;0;0;0
2022-03-08;Cordoba;9208.0;1;Martes;0;0;0;0;463;611;716;758;758;779;884;1032;1116;1116;969;0;0;0
2022-03-09;Cordoba;8837.0;2;Miércoles;0;0;0;0;440;587;679;734;753;808;881;973;1047;1028;900;0;0;0
2022-03-10;Cordoba;9270.0;3;Jueves;0;0;0;0;451;601;714;770;789;808;864;977;1109;1146;1034;0;0;0
2022-03-11;Cordoba;11203.0;4;Viernes;0;0;0;0;473;666;838;946;1010;1032;1075;1161;1290;1376;1333;0;0;0
2022-03-12;Cordoba;15446.0;5;Sábado;0;0;0;0;511;756;979;1157;1290;1402;1557;1780;2003;2069;1936;0;0;0
2022-03-13;Cordoba;14073.0;6;Domingo;0;0;0;0;339;539;779;979;1159;1319;1499;1739;1959;1999;1759;0;0;0
2022-03-14;Cordoba;7397.0;0;Lunes;0;0;0;0;325;472;570;619;619;635;716;830;912;912;782;0;0;0
2022-03-15;Cordoba;7906.0;1;Martes;0;0;0;0;398;524;615;651;651;669;759;886;958;958;832;0;0;0
2022-03-16;Cordoba;8581.0;2;Miércoles;0;0;0;0;428;570;660;713;731;784;856;945;1016;999;874;0;0;0
2022-03-17;Cordoba;7349.0;3;Jueves;0;0;0;0;357;477;566;611;626;640;685;775;879;909;819;0;0;0
2022-03-18;Cordoba;11335.0;4;Viernes;0;0;0;0;478;674;848;957;1022;1044;1087;1174;1305;1392;1348;0;0;0
2022-03-19;Cordoba;15822.0;5;Sábado;0;0;0;0;524;775;1003;1185;1322;1436;1595;1823;2051;2120;1983;0;0;0
2022-03-20;Cordoba;13042.0;6;Domingo;0;0;0;0;314;500;722;907;1074;1222;1389;1611;1815;1852;1630;0;0;0
2022-03-21;Cordoba;7088.0;0;Lunes;0;0;0;0;312;452;546;593;593;608;686;796;874;874;749;0;0;0
2022-03-22;Cordoba;7914.0;1;Martes;0;0;0;0;398;525;615;651;651;670;760;887;959;959;833;0;0;0
2022-03-23;Cordoba;7898.0;2;Miércoles;0;0;0;0;394;525;607;656;673;722;788;870;935;919;804;0;0;0
2022-03-24;Cordoba;13921.0;3;Jueves;0;0;0;0;677;903;1073;1157;1185;1214;1298;1468;1666;1722;1553;0;0;0
2022-03-25;Cordoba;9771.0;4;Viernes;0;0;0;0;412;581;731;825;881;900;937;1012;1125;1200;1162;0;0;0
2022-03-26;Cordoba;14725.0;5;Sábado;0;0;0;0;488;721;933;1103;1230;1336;1485;1697;1909;1973;1845;0;0;0
2022-03-27;Cordoba;11346.0;6;Domingo;0;0;0;0;273;435;628;789;934;1063;1208;1402;1579;1611;1418;0;0;0
2022-03-28;Cordoba;6306.0;0;Lunes;0;0;0;0;277;402;486;527;527;541;611;708;777;777;666;0;0;0
2022-03-29;Cordoba;6414.0;1;Martes;0;0;0;0;322;425;499;528;528;543;616;719;777;777;675;0;0;0
2022-03-30;Cordoba;6974.0;2;Miércoles;0;0;0;0;347;463;536;579;594;637;695;768;826;811;710;0;0;0
2022-03-31;Cordoba;7269.0;3;Jueves;0;0;0;0;353;471;560;604;619;634;678;766;869;899;810;0;0;0
2022-04-01;Cordoba;9872.0;4;Viernes;0;0;0;0;416;587;738;833;890;909;947;1023;1136;1212;1174;0;0;0
2022-04-02;Cordoba;14251.0;5;Sábado;0;0;0;0;472;698;903;1067;1191;1293;1437;1642;1848;1909;1786;0;0;0
2022-04-03;Cordoba;12306.0;6;Domingo;0;0;0;0;297;471;681;856;1013;1153;1311;1520;1713;1748;1538;0;0;0
2022-04-04;Cordoba;6416.0;0;Lunes;0;0;0;0;282;409;494;537;537;551;621;720;791;791;678;0;0;0
2022-04-05;Cordoba;6877.0;1;Martes;0;0;0;0;346;456;535;566;566;582;660;771;834;834;723;0;0;0
2022-04-06;Cordoba;7174.0;2;Miércoles;0;0;0;0;357;477;551;596;611;656;715;790;850;835;730;0;0;0
2022-04-07;Cordoba;7886.0;3;Jueves;0;0;0;0;383;511;607;655;671;687;735;831;943;975;879;0;0;0
2022-04-08;Cordoba;10536.0;4;Viernes;0;0;0;0;444;626;788;889;950;970;1011;1092;1213;1294;1253;0;0;0
2022-04-09;Cordoba;15214.0;5;Sábado;0;0;0;0;504;745;964;1139;1271;1381;1534;1753;1972;2038;1907;0;0;0
2022-04-10;Cordoba;14152.0;6;Domingo;0;0;0;0;341;542;783;985;1165;1326;1507;1748;1970;2010;1769;0;0;0
2022-04-11;Cordoba;6959.0;0;Lunes;0;0;0;0;306;444;536;582;582;597;674;781;858;858;735;0;0;0
2022-04-12;Cordoba;7492.0;1;Martes;0;0;0;0;377;497;582;617;617;634;720;840;908;908;788;0;0;0
2022-04-13;Cordoba;9150.0;2;Miércoles;0;0;0;0;456;608;703;760;779;837;913;1008;1084;1065;932;0;0;0
2022-04-14;Cordoba;15006.0;3;Jueves;0;0;0;0;730;974;1156;1247;1278;1308;1400;1582;1795;1856;1674;0;0;0
2022-04-15;Cordoba;15197.0;4;Viernes;0;0;0;0;641;904;1137;1283;1370;1400;1458;1575;1750;1866;1808;0;0;0
2022-04-16;Cordoba;15814.0;5;Sábado;0;0;0;0;524;774;1002;1184;1321;1435;1595;1822;2050;2119;1982;0;0;0
2022-04-17;Cordoba;10214.0;6;Domingo;0;0;0;0;246;391;565;710;841;957;1088;1262;1421;1450;1276;0;0;0
2022-04-18;Cordoba;6677.0;0;Lunes;0;0;0;0;294;426;514;558;558;573;647;750;823;823;705;0;0;0
2022-04-19;Cordoba;7748.0;1;Martes;0;0;0;0;390;514;602;638;638;656;744;868;939;939;815;0;0;0
2022-04-20;Cordoba;6821.0;2;Miércoles;0;0;0;0;340;453;524;567;581;623;680;751;808;794;694;0;0;0
2022-04-21;Cordoba;7652.0;3;Jueves;0;0;0;0;372;496;589;636;651;667;713;807;915;946;853;0;0;0
2022-04-22;Cordoba;10133.0;4;Viernes;0;0;0;0;427;602;758;855;914;933;972;1050;1166;1244;1205;0;0;0
2022-04-23;Cordoba;14979.0;5;Sábado;0;0;0;0;496;733;949;1122;1251;1359;1510;1726;1942;2007;1877;0;0;0
2022-04-24;Cordoba;12364.0;6;Domingo;0;0;0;0;298;474;684;860;1018;1159;1317;1527;1721;1756;1545;0;0;0
2022-04-25;Cordoba;6577.0;0;Lunes;0;0;0;0;289;420;507;550;550;564;637;738;811;811;695;0;0;0
2022-04-26;Cordoba;6950.0;1;Martes;0;0;0;0;349;461;540;572;572;588;667;779;842;842;731;0;0;0
2022-04-27;Cordoba;7268.0;2;Miércoles;0;0;0;0;362;483;559;604;619;664;725;800;861;846;740;0;0;0
2022-04-28;Cordoba;7014.0;3;Jueves;0;0;0;0;341;455;540;583;597;611;654;739;839;867;782;0;0;0
2022-04-29;Cordoba;9631.0;4;Viernes;0;0;0;0;406;573;720;813;868;887;924;998;1109;1183;1146;0;0;0
2022-04-30;Cordoba;14303.0;5;Sábado;0;0;0;0;474;700;906;1071;1195;1298;1442;1648;1854;1916;1793;0;0;0
2022-05-02;Cordoba;6881.0;0;Lunes;0;0;0;0;303;439;530;575;575;591;666;772;848;848;727;0;0;0
2022-05-03;Cordoba;7101.0;1;Martes;0;0;0;0;357;471;552;584;584;601;682;796;861;861;747;0;0;0
2022-05-04;Cordoba;10367.0;2;Miércoles;0;0;0;0;517;689;797;862;883;948;1034;1142;1228;1206;1056;0;0;0
2022-05-05;Cordoba;9833.0;3;Jueves;0;0;0;0;478;638;757;817;837;857;917;1037;1176;1216;1096;0;0;0
2022-05-06;Cordoba;13222.0;4;Viernes;0;0;0;0;558;786;989;1116;1192;1218;1268;1370;1522;1624;1573;0;0;0
2022-05-07;Cordoba;19840.0;5;Sábado;0;0;0;0;657;971;1257;1486;1658;1801;2001;2287;2572;2658;2487;0;0;0
2022-05-08;Cordoba;17406.0;6;Domingo;0;0;0;0;420;667;964;1211;1434;1631;1854;2151;2422;2472;2175;0;0;0
2022-05-09;Cordoba;8501.0;0;Lunes;0;0;0;0;374;543;655;711;711;730;823;954;1048;1048;898;0;0;0
2022-05-10;Cordoba;8317.0;1;Martes;0;0;0;0;418;551;647;685;685;704;799;932;1008;1008;875;0;0;0
2022-05-11;Cordoba;8288.0;2;Miércoles;0;0;0;0;413;551;637;689;706;758;827;913;982;964;844;0;0;0
2022-05-12;Cordoba;8203.0;3;Jueves;0;0;0;0;399;532;632;682;698;715;765;865;981;1014;915;0;0;0
2022-05-13;Cordoba;11948.0;4;Viernes;0;0;0;0;504;710;894;1009;1077;1100;1146;1238;1375;1467;1421;0;0;0
2022-05-14;Cordoba;18095.0;5;Sábado;0;0;0;0;599;886;1147;1355;1512;1642;1825;2085;2346;2424;2268;0;0;0
2022-05-15;Cordoba;17187.0;6;Domingo;0;0;0;0;415;659;952;1196;1415;1611;1831;2123;2392;2441;2148;0;0;0
2022-05-16;Cordoba;6872.0;0;Lunes;0;0;0;0;302;438;529;575;575;590;666;771;847;847;726;0;0;0
2022-05-17;Cordoba;9633.0;1;Martes;0;0;0;0;484;639;749;793;793;815;925;1080;1168;1168;1014;0;0;0
2022-05-18;Cordoba;39.0;2;Miércoles;0;0;0;0;1;2;3;3;3;3;3;4;4;4;3;0;0;0
2022-05-19;Cordoba;8264.0;3;Jueves;0;0;0;0;402;536;636;687;704;720;771;871;988;1022;921;0;0;0
2022-05-20;Cordoba;10402.0;4;Viernes;0;0;0;0;439;618;778;878;938;958;998;1078;1197;1277;1237;0;0;0
2022-05-21;Cordoba;16187.0;5;Sábado;0;0;0;0;536;793;1026;1212;1352;1469;1632;1865;2099;2169;2029;0;0;0
2022-05-22;Cordoba;13944.0;6;Domingo;0;0;0;0;336;534;772;970;1148;1307;1485;1723;1941;1980;1743;0;0;0
2022-05-23;Cordoba;7039.0;0;Lunes;0;0;0;0;310;449;542;589;589;604;682;790;868;868;744;0;0;0
2022-05-24;Cordoba;9168.0;1;Martes;0;0;0;0;461;608;713;755;755;776;881;1027;1111;1111;965;0;0;0
2022-05-25;Cordoba;11935.0;2;Miércoles;0;0;0;0;595;794;918;992;1017;1091;1191;1315;1414;1389;1215;0;0;0
2022-05-26;Cordoba;7842.0;3;Jueves;0;0;0;0;381;509;604;652;668;683;731;827;938;970;874;0;0;0
2022-05-27;Cordoba;11062.0;4;Viernes;0;0;0;0;467;658;828;934;997;1019;1061;1146;1273;1358;1316;0;0;0
2022-05-28;Cordoba;16154.0;5;Sábado;0;0;0;0;535;791;1024;1210;1350;1466;1629;1862;2094;2164;2025;0;0;0
2022-05-29;Cordoba;15082.0;6;Domingo;0;0;0;0;364;578;835;1049;1242;1413;1606;1863;2099;2142;1885;0;0;0
2022-05-30;Cordoba;7068.0;0;Lunes;0;0;0;0;311;451;544;591;591;607;685;793;871;871;747;0;0;0
2022-05-31;Cordoba;7984.0;1;Martes;0;0;0;0;401;529;621;657;657;675;767;895;968;968;840;0;0;0
